"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL428593";"GLYCERYL MONOOLEATE";".ALPHA.-MONOOLEIN|1-MONO(CIS-9-OCTACENOYL)GLYCEROL|1-MONOOLEIN|1-MONOOLEOYL-RAC-GLYCEROL|FEMA NO. 2526|GLYCEROL 1-MONOOLEATE|GLYCEROL MONOOLEATE|GLYCERYL 1-OLEATE|GLYCERYL MONO-OLEATE|GLYCERYL MONOOLEATE|GLYCERYL MONOOLEATE 40|GLYCERYL MONOOLEATE 40%|GLYCERYL MONOOLEATE 60|GLYCERYL MONOOLEATE 90|GLYCERYL MONOOLEATE 90%|GLYCERYL OLEATE|MONO-OLEIN|MONOLEIN|MONOOLEIN|NSC-406285|OLEIN|RAC-1-MONOOLEOYLGLYCEROL";"FEMA NO. 2526|NSC-406285";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO"
"CHEMBL42641";"PROXICROMIL";"PROXICROMIL";"";"-1.0";"";"'-cromil'";"1980";"antiallergics (cromoglicic acid derivatives)";"'-cromil(-cromil)'";"";"";"";"";"";"";"Anti-Allergic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)CCCC2"
"CHEMBL281786";"DIPRENORPHINE";"DIPRENORFIN|DIPRENORPHINE|M-5050|M. 5050|M50-50 Injection|M5050|REVIVON";"M-5050|M. 5050|M5050";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5"
"CHEMBL476632";"TENYLIDONE";"NSC-54902|NSC-760134|TENYLIDONE";"NSC-54902|NSC-760134";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C1/C(=C/c2cccs2)CCC/C1=C\c1cccs1"
"CHEMBL1241590";"FLORFENICOL";"FLORFENICOL|NSC-759287|NUFLOR|SCH 25298|SCH-25298";"NSC-759287|SCH 25298|SCH-25298";"-1.0";"";"'-fenicol'";"1986";"antibacterial antibiotics, chloramphenicol analogs";"'-fenicol(-fenicol)'";"";"";"";"";"";"";"Antibacterial (veterinary)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1"
"CHEMBL2106043";"AZOLIMINE";"AZOLIMINE|CL 90,748|CL-90748";"CL 90,748|CL-90748";"-1.0";"";"";"1974";"";"";"";"";"";"";"";"";"Diuretic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN1C(=N)N(c2ccccc2)CC1=O"
"CHEMBL65";"CAMPTOTHECIN";"CAMPTOTHECINE|Camptothecin|NSC-94600|TOPOTECAN RELATED COMPOUND C";"NSC-94600";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1"
"CHEMBL2111136";"PHENBUTAZONE";"";"";"-1.0";"";"'-butazone'";"1971";"anti-inflammatory analgesics (phenylbutazone type)";"'-butazone(-butazone)'";"";"";"";"";"";"";"Anti-Inflammatory";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O"
"CHEMBL219828";"DIBENZOTHIOPHENE";"DIBENZOTHIOPHENE|NSC-2843";"NSC-2843";"-1.0";"";"";"1980";"";"";"";"";"";"";"";"";"Keratolytic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"c1ccc2c(c1)sc1ccccc12"
"CHEMBL2106008";"CYACETACIDE";"CYACETACIDE|CYACETAZIDE|NSC-24261";"NSC-24261";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"N#CCC(=O)NN"
"CHEMBL2104074";"ATAPROST";"ATAPROST|ATAPROST ALFADEX";"";"-1.0";"";"'-prost'";"";"prostaglandins";"'-prost(-prost)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=C(O)CCC/C=C1\C[C@H]2C[C@@H](O)[C@H](/C=C/[C@@H](O)C3CCCC3)[C@H]2C1"
"CHEMBL325441";"TIPLASININ";"PAI-039|TIPLASININ";"PAI-039";"-1.0";"";"'-plasinin'";"2005";"inhibitors of plasminogen activator inhibitors- type 1";"'-plasinin(-plasinin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)C(=O)c1cn(Cc2ccccc2)c2ccc(-c3ccc(OC(F)(F)F)cc3)cc12"
"CHEMBL2107255";"TRIFOSMIN";"MP-1515|MP1515|TRIFOSMIN";"MP-1515|MP1515";"-1.0";"";"'-fos-'";"";"phosphoro-derivatives";"'-fos-(-fos-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COCCCP(CCCOC)CCCOC"
"CHEMBL2107244";"SILTENZEPINE";"SILTENZEPINE";"";"-1.0";"";"'-pine'";"";"tricyclic compounds";"'-pine(-pine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C1Nc2cc(Cl)ccc2N(C(=O)CN(CCO)CCO)c2ccccc21"
"CHEMBL2111027";"PICOTRIN";"PICOTRIN";"";"-1.0";"";"";"1978";"";"";"";"";"";"";"";"";"Keratolytic";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1"
"CHEMBL2111095";"IOFLUBENZAMIDE";"MIP-1145";"MIP-1145";"1.0";"";"'io-'";"2009";"iodine-containing contrast media";"'io-(io-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCNC(=O)c1cc(I)c(NC(=O)c2ccc(F)cc2)cc1OC"
"CHEMBL2105232";"PIFARNINE";"PIFARNINE";"";"-1.0";"";"";"1977";"";"";"";"";"";"";"";"";"Anti-Ulcerative (gastric)";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1CCN(Cc2ccc3c(c2)OCO3)CC1"
"CHEMBL2111182";"TRIMOXAMINE";"TRIMOXAMINE";"";"-1.0";"";"";"1966";"";"";"";"";"";"";"";"";"Antihypertensive";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"C=CCC(Cc1cc(OC)c(OC)c(OC)c1)NC"
"CHEMBL2103748";"CILOFUNGIN";"CILOFUNGIN|L-646991|LY-121019|LY121019";"L-646991|LY-121019|LY121019";"-1.0";"";"'-fungin'";"1989";"antifungal antibiotics (undefined group)";"'-fungin(-fungin)'";"";"";"";"";"";"";"Antifungal";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1"
"CHEMBL2106277";"DIFLUCORTOLONE PIVALATE";"DIFLUCORTOLONE PIVALATE|SH 968|SH-968";"SH 968|SH-968";"-1.0";"";"'-cort-; -olone'";"1968";"cortisone derivatives; steroids (not prednisolone derivatives)";"'-cort-(-cort-); -olone(-olone)'";"";"";"";"";"";"";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C"
"CHEMBL2106514";"CLOXOTESTOSTERONE";"CLOXOTESTOSTERONE";"";"-1.0";"";"'-ster-; -terone'";"";"steroids (androgens, anabolics); antiandrogens";"'-ster-(-ster-); -terone(-terone)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(O)C(Cl)(Cl)Cl"
"CHEMBL1187120";"BL-1021";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)CCCN"
"CHEMBL2103767";"BUTOPAMINE";"BUTOPAMINE|COMPOUND LY 131126|LY-131126|RACTOPAMINE R,R-FORM";"COMPOUND LY 131126|LY-131126";"-1.0";"";"'-pamine'";"1979";"dopaminergics (butopamine type)";"'-pamine(-pamine)'";"";"";"";"";"";"";"Cardiotonic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](CCc1ccc(O)cc1)NC[C@H](O)c1ccc(O)cc1"
"CHEMBL627";"AMITRIPTYLINOXIDE";"AMBIVALON|AMITRIPTYLINE OXIDE|AMITRIPTYLINE-N-OXIDE|AMITRIPTYLINOXIDE|AMITRYPTYLINE-N-OXIDE|EQUILIBRIN|J9.621K";"J9.621K";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21"
"CHEMBL116955";"CONGO RED";"";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12"
"CHEMBL2104808";"NERBACADOL";"NERBACADOL";"";"-1.0";"";"'-adol'";"";"analgesics (mixed opiate receptor agonists/antagonists)";"'-adol(-adol)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1oncc1C(=O)N1CCCCC1"
"CHEMBL2105244";"PONFIBRATE";"PONFIBRATE";"";"-1.0";"";"'-fibrate'";"";"antihyperlipidemics (clofibrate type)";"'-fibrate(-fibrate)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)[C@H]1Oc2ccc(Cl)cc2[C@H](C)c2cc(Cl)ccc2O1"
"CHEMBL3989661";"FLUTOMIDATE";"FLUTOMIDATE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)c1cncn1C(C)c1ccc(F)cc1"
"CHEMBL2106834";"METOXEPIN";"METOXEPIN";"";"-1.0";"";"'-pin'";"";"tricyclic compounds";"'-pin(-pin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1ccc2c(c1)C(N1CCN(C)CC1)=Cc1ccccc1O2"
"CHEMBL2104355";"LEDAZEROL";"LEDAZEROL";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"OCc1cccc(Cc2c[nH]cn2)c1O"
"CHEMBL2104960";"CATRAMILAST";"CATRAMILAST|R-115500|R115500";"R-115500|R115500";"-1.0";"";"'-ast'";"2005";"antiasthmatics/antiallergics (not acting primarily as antihistamines): type IV phosphodiesterase";"'-ast(-ast (-milast))'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1ccc([C@H](C)Cn2cc[nH]c2=O)cc1OCC1CC1"
"CHEMBL2104791";"IOSUMETIC ACID";"IOSUMETIC ACID";"";"-1.0";"";"'io-'";"1975";"iodine-containing contrast media";"'io-(io-)'";"";"";"";"";"";"";"Diagnostic Aid (radiopaque medium)";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(C(=O)CCC(=O)O)c1c(I)cc(I)c(NC)c1I"
"CHEMBL2104365";"LEIOPYRROLE";"DV-714|LEIOPYRROLE";"DV-714";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1"
"CHEMBL4650304";"PF-07059013";"PF-07059013";"PF-07059013";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](Oc1cc2cc(F)ccc2nc1N)c1[nH]c(=O)ccc1-n1cccn1"
"CHEMBL2107059";"TEFAZOLINE";"TEFAZOLINE";"";"-1.0";"";"'-azoline'";"";"antihistamines/local vasoconstrictors (antazoline type)";"'-azoline(-azoline)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"c1cc2c(c(CC3=NCCN3)c1)CCCC2"
"CHEMBL3989431";"IOGLUCOL";"IOGLUCOL|MP-6026";"MP-6026";"-1.0";"";"'io-'";"1979";"iodine-containing contrast media";"'io-(io-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CNC(=O)c1c(I)c(NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(N(CCO)C(C)=O)c1I"
"CHEMBL124211";"BUTETHAMINE";"";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)CNCCOC(=O)c1ccc(N)cc1"
"CHEMBL2111146";"BIMETHOXYCAINE";"";"";"-1.0";"";"'-caine'";"";"local anesthetics";"'-caine(-caine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1ccccc1CC(C)NC(C)Cc1ccccc1OC"
"CHEMBL2104476";"CICLOSIDOMINE";"CICLOSIDOMINE|PR-G 138-CL [AS HYDROCHLORIDE]";"PR-G 138-CL [AS HYDROCHLORIDE]";"-1.0";"";"'-sidomine'";"";"antianginals (sydnone derivatives)";"'-sidomine(-sidomine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C([N-]c1c[n+](N2CCOCC2)no1)C1CCCCC1"
"CHEMBL2105166";"MAZOKALIM";"MAZOKALIM";"";"-1.0";"";"'-kalim'";"";"potassium channel agonists";"'-kalim(-kalim)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)CCCn1nnnc1-c1ccc2c(c1)[C@@H](Oc1ccc(=O)[nH]n1)[C@](C)(O)C(C)(C)O2"
"CHEMBL2106135";"BROMPERIDOL DECANOATE";"BROMPERIDOL DECANOATE|R-46,541|R-46541";"R-46,541|R-46541";"-1.0";"";"'-peridol'";"1981";"antipsychotics (haloperidol type)";"'-peridol(-peridol (-peridol))'";"";"";"";"";"";"";"Antipsychotic";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1"
"CHEMBL2303619";"CHROMOMYCIN A3";"ABURAMYCIN B|CHROMOMYCIN A3|Chromomycin A3|NSC-58514|TOYOMYCIN";"NSC-58514";"-1.0";"";"'-mycin'";"";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO[C@@H]1[C@H](O)C[C@@H](O[C@@H]2C[C@H](Oc3cc4cc5c(c(O)c4c(O)c3C)C(=O)[C@@H](O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]6C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O6)[C@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)[C@H]([C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)C5)O[C@H](C)[C@@H]2OC(C)=O)O[C@@H]1C"
"CHEMBL1742403";"ALINASTINE";"ALINASTINE";"";"-1.0";"";"'-astine'";"";"antihistaminics (histamine-H1 receptor antagonists)";"'-astine(-astine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C)cc3)CC2)nc2ccccc21"
"CHEMBL2110713";"ROPITOIN";"ROPITOIN";"";"-1.0";"";"'-toin'";"1978";"antiepileptics (hydantoin derivatives)";"'-toin(-toin)'";"";"";"";"";"";"";"Cardiac Depressant (anti-arrhythmic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(C2(c3ccccc3)NC(=O)N(CCCN3CCC(c4ccccc4)CC3)C2=O)cc1"
"CHEMBL2104807";"NEQUINATE";"AY-20,385|AY-20385|ICI 55,052|ICI-55052|METHYL BENZOQUATE|NEOQUATE|NEQUINATE";"AY-20,385|AY-20385|ICI 55,052|ICI-55052";"-1.0";"";"";"1968";"";"";"";"";"";"";"";"";"Coccidiostat (for poultry)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1"
"CHEMBL1360840";"ETHOXAZENE";"CARMURIT|CYSTURAL|ETOXAZENE|NSC-190374|P-ETHOXY-2,4-DIAMINOAZOBENZENE|P-ETHOXYCHRYSOIDINE|SN-612";"NSC-190374|SN-612";"-1.0";"";"";"1963";"";"";"";"";"";"";"";"";"Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOc1ccc(/N=N/c2ccc(N)cc2N)cc1"
"CHEMBL2111142";"SPIROBARBITAL";"";"";"-1.0";"";"'-barb-'";"";"barbituric acid derivatives";"'-barb-(-barb-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCC1C(C)CC(C)C12C(=O)NC(S)NC2=O"
"CHEMBL2105432";"SIFAPRAZINE";"SIFAPRAZINE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN1CCN(c2ccccc2Cc2ccccc2)CC1"
"CHEMBL2104279";"DIZATRIFONE";"DIZATRIFONE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(-c2nc(=O)n(CC3CC3)nc2-c2ccc(OC)cc2)cc1"
"CHEMBL2104182";"CHOLINE GLUCONATE";"CHOLINE D-GLUCONATE|CHOLINE GLUCONATE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"C[N+](C)(C)CCO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"
"CHEMBL1742470";"EBALZOTAN";"EBALZOTAN";"";"-1.0";"";"'-zotan'";"";"5-HT1A receptor agonists/antagonists acting primarily as neuroprotectors";"'-zotan(-zotan)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCCN(C(C)C)[C@H]1COc2cccc(C(=O)NC(C)C)c2C1"
"CHEMBL2103848";"DEMIDITRAZ";"DEMIDITRAZ|PF-3814927";"PF-3814927";"-1.0";"";"'-ditraz'";"2009";"acaricide/tick repellent";"'-ditraz(-ditraz)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1cccc([C@H](C)c2ncc[nH]2)c1C"
"CHEMBL2024212";"GSK-625433";"GSK-625433";"GSK625433";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COC[C@H]1C[C@@](Cn2cccn2)(C(=O)O)N(C(=O)c2ccc(C(C)(C)C)c(OC)c2)[C@H]1c1nccs1"
"CHEMBL2107592";"BUCROMARONE";"BUCROMARONE";"";"-1.0";"";"'-arone'";"1986";"antiarrhythmics";"'-arone(-arone)'";"";"";"";"";"";"";"Cardiac Depressant (anti-arrhythmic)";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCN(CCCC)CCCOc1c(C)cc(C(=O)c2cc(=O)c3ccccc3o2)cc1C"
"CHEMBL2107005";"PENTOMONE";"COMPOUND 113935|PENTOMONE";"COMPOUND 113935";"-1.0";"";"";"1979";"";"";"";"";"";"";"";"";"Prostate Growth Inhibitor";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1cccc2c1O[C@@H]1[C@H](C2)C(=O)[C@@H]2Cc3cccc(OC)c3O[C@@H]2C1(C)C"
"CHEMBL2106550";"NIFURMAZOLE";"CB 10615|CB-10615|NIFURMAZOLE";"CB 10615|CB-10615";"-1.0";"";"'nifur-'";"";"5-nitrofuran derivatives";"'nifur-(nifur-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1CO"
"CHEMBL2105564";"TOLNAPERSINE";"NSC-757872|TOLNAPERSINE";"NSC-757872";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"Cc1ccccc1N1CCN(C2CCc3cc(O)ccc3C2)CC1"
"CHEMBL2105542";"SATRANIDAZOLE";"SATRANIDAZOLE";"";"-1.0";"";"'-nidazole'";"";"antiprotozoal substances (metronidazole type)";"'-nidazole(-nidazole)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cn1c([N+](=O)[O-])cnc1N1CCN(S(C)(=O)=O)C1=O"
"CHEMBL2104103";"CLOCAPRAMINE";"CLOCAPRAMINE|CLOCAPRAMINE HYDROCHLORIDE|Y 4153 [AS HYDROCHLORIDE]";"Y 4153 [AS HYDROCHLORIDE]";"-1.0";"";"'-pramine'";"";"antidepressants (imipramine type)";"'-pramine(-pramine)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1"
"CHEMBL2104218";"BUTACETIN";"BUTACETIN|BW 63 90|BW 63-90|BW-63-90|BW-6390|NSC-106564";"BW 63 90|BW 63-90|BW-63-90|BW-6390|NSC-106564";"-1.0";"";"";"1964";"";"";"";"";"";"";"";"";"Antidepressant; Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)Nc1ccc(OC(C)(C)C)cc1"
"CHEMBL505147";"UK-390957";"UK-390,957|UK-390957";"UK-390,957";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1"
"CHEMBL275758";"RILMAKALIM";"RILMAKALIM|Rilmakalim";"";"-1.0";"";"'-kalim'";"";"potassium channel agonists";"'-kalim(-kalim)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC1(C)Oc2ccc(S(=O)(=O)c3ccccc3)cc2[C@@H](N2CCCC2=O)[C@@H]1O"
"CHEMBL2105592";"DIPHOXAZIDE";"DIPHOXAZIDE|NSC-231563";"NSC-231563";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1"
"CHEMBL2106788";"NICAINOPROL";"NICAINOPROL";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)NCC(O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2"
